crs,adt,count,sum
41010,13010,2,29606
41010,14015,1,51028
41010,15110,10,1190283
41010,15140,4,1571198
41010,15150,20,3203439
41010,15220,1,1502
41010,16010,5,115402
41010,22040,1,7290
41010,24010,6,160055
41010,24030,1,12952
41010,31120,2,
41010,32110,1,1457946
41010,32120,1,39365
41010,41005,7,13509679
41010,41010,3,11740385
41010,41050,3,770524
41010,43030,10,663338
41010,43040,2,3229410
41010,51010,5,4103959
41010,91010,16,1459986
41010,92005,1,451076
41010,92030,2,29272
41010,99810,1770,321762876
41020,11105,6,9270
41020,15110,1,99135
41020,15140,11,1167572
41020,16010,4,7248
41020,43030,2,26816
41020,43082,7,4189425
41020,51010,1,106605
41020,91010,2,14949
41020,99810,62,6735441
41030,11105,3,167276
41030,15105,2,15630
41030,15110,8,1170060
41030,16010,3,222270
41030,32120,1,12520575
41030,43030,5,129339
41030,43082,2,1169557
41030,51010,12,1382816
41030,91010,1,9609
41030,92030,2,28117
41030,99810,172,26254697
41040,11105,1,2515
41040,15110,3,225391
41040,16010,1,7612
41040,43030,5,570863
41040,51010,12,2032331
41040,91010,2,227112
41040,99810,8,1135770
41050,43030,5,182961
41050,91010,1,7495449
41050,99810,4,126477
41081,11105,10,489760
41081,15110,2,215749
41081,15140,2,16286
41081,15150,1,89340
41081,16010,13,256758
41081,43030,9,262995
41081,51010,9,585984
41081,91010,14,403925
41081,92005,2,281064
41081,99810,120,11586504
41082,11105,5,482916
41082,11420,1,4798
41082,15140,1,15665
41082,16010,3,58179
41082,31120,2,39963
41082,43030,1,4154
41082,43082,8,11627496
41082,51010,3,223642
41082,91010,15,1939429
41082,99810,42,3415144
43010,11105,2,21354365
43010,11120,1,1092
43010,13010,13,342804
43010,15000,1,87365
43010,15105,11,5992327
43010,15110,78,308198605
43010,15120,2,1117054
43010,15130,6,1167081
43010,15140,13,1357351
43010,15150,49,31602053
43010,15205,15,5180501
43010,15210,7,26893943
43010,15220,5,5047973
43010,15230,4,18316274
43010,15250,3,11664706
43010,16010,65,5777787
43010,16020,8,1923876
43010,24010,1,925
43010,24030,48,4976504
43010,25010,2,1278373
43010,31120,8,6796620
43010,32182,1,7557
43010,41005,1,788935
43010,41010,5,292356
43010,42010,2,57058
43010,43010,52,84129174
43010,43030,19,2919996
43010,43082,10,2599334
43010,51010,45,106303386
43010,72010,1,1771
43010,73010,1,2827263
43010,74010,1,1327467
43010,91010,13,309718
43010,92005,63,244296882
43010,92020,73,11751639
43010,99810,851,837414149
43030,11105,4,279489
43030,15110,19,3457023
43030,15140,14,27473718
43030,15150,2,53634
43030,15210,1,17060
43030,16010,3,89637
43030,31120,1,108948
43030,43030,23,6763625
43030,43040,1,95519
43030,51010,23,5349388
43030,91010,4,128720
43030,92005,2,411981
43030,92030,6,222828
43030,99810,307,76284835
43040,13010,1,23129
43040,15110,63,12186948
43040,15120,1,1493437
43040,15140,17,10075045
43040,15150,3,1682717
43040,16010,61,5840825
43040,24030,2,50885
43040,25010,45,598885
43040,31120,1,1160199
43040,31181,1,71560
43040,41010,1,55511
43040,42010,1,550257
43040,43030,38,3997157
43040,43040,26,2539640
43040,43082,1,659920
43040,51010,52,16989809
43040,72010,1,686600
43040,91010,2,32081
43040,92005,44,15120981
43040,92030,11,646377
43040,99810,542,172849615
43050,51010,1,98878
43081,11320,1,100058
43081,11420,5,1683849
43081,15110,2,14515945
43081,15140,4,700763
43081,15150,1,8554
43081,16010,60,4248687
43081,25010,45,2168935
43081,43030,14,423140
43081,51010,5,442839
43081,91010,12,277291
43081,92005,1,191883
43081,92030,2,51363
43081,99810,97,5351455
43082,11105,3,43802
43082,11420,3,114167
43082,13010,1,542881
43082,15140,2,164954
43082,15150,1,940748
43082,16010,3,117045
43082,43030,3,63845
43082,43082,30,18633410
43082,51010,1,78268
43082,73010,1,361070
43082,91010,14,4738717
43082,99810,259,45263482
51010,11105,1,36075
51010,15110,18,290066479
51010,15120,2,1980620
51010,15130,1,289197
51010,33130,1,15670237
51010,51010,22,119872155
51010,92005,1,1174644
51010,92030,1,15903
51010,99810,5,9594883
52010,15110,1,388117
52010,15140,1,2751
52010,15150,2,318278
52010,43030,15,1940870
52010,51010,9,1264201
52010,52010,2,2922209
52010,72010,2,505498
52010,92005,4,5166313
52010,99810,10,16084436
53030,99810,1,13051
53040,15105,3,23338271
53040,51010,3,21739005
60010,43030,1,25217
60010,60010,3,1183737
60010,99810,2,47065
72010,11105,1,5384
72010,11320,1,115057
72010,15105,58,7571705
72010,15110,2,62513606
72010,15130,2,1256254
72010,15140,16,72947
72010,15150,10,3186506
72010,15205,9,2687869
72010,15210,1,199721
72010,15220,1,289242
72010,15240,4,9263144
72010,15250,9,7776072
72010,16010,2,229440
72010,24010,1,140627
72010,24030,1,184298
72010,42010,1,213547
72010,43010,1,17975
72010,43030,69,11916789
72010,43082,1,117570
72010,51010,27,5424871
72010,52010,1,1059594
72010,72000,2,979003
72010,72010,19,20039797
72010,73010,8,20905847
72010,74010,2,1440803
72010,91010,6,28008
72010,92005,18,25516515
72010,92020,1,2279474
72010,92030,1,9695
72010,99810,129,22914871
72040,43030,23,2207146
72040,51010,13,1818838
72040,72010,7,5052173
72040,92005,29,100550496
72040,99810,7,950671
72050,15105,29,1772806
72050,43030,5,87349
73010,11105,1,25064
73010,12220,1,207762
73010,15000,5,1246409
73010,15110,4,305818
73010,15210,3,34787
73010,15220,1,57515313
73010,15250,22,22963782
73010,16010,2,339135
73010,43030,28,3676710
73010,51010,8,648659
73010,73010,4,5016441
73010,91010,4,79452
73010,92005,3,856580
73010,99810,19,159189
74010,43010,1,926751
74010,43030,16,1779176
91010,11330,1,423768
91010,11420,2,96665
91010,13010,5,32381
91010,15105,1,5216
91010,15110,199,5185347024
91010,15130,3,114722
91010,15140,2,35544
91010,15150,7,494213
91010,15205,56,4057885
91010,15220,4,430746
91010,21010,6,626634
91010,24010,1,5551
91010,24030,9,223893
91010,31181,1,1218
91010,32310,1,956
91010,41010,4,304383
91010,43030,16,19764634
91010,51010,1,20354
91010,91010,38,37445017
91010,92030,5,121379
91010,99810,90,3088522
92010,15150,4,188995088
92010,15205,2,888271
92010,43010,1,16875643
92010,43030,9,2646238
92010,51010,1,909193
92010,91010,1,12001
92010,92005,5,105631288
92010,92020,1,35828289
92010,92030,8,1932879
92010,99810,20,60680154
92020,13040,1,4165545
92020,15140,1,441903
92020,15205,1,322908
92020,15220,2,1309568
92020,43030,2,13302
92020,73010,1,144428
92020,92005,1,12202388
92030,15110,36,4430588
92030,16010,1,381133
92030,43030,13,471956
92030,51010,2,57423
92030,92005,3,901207
92030,92030,11,500586
92030,99810,6,585149
93010,11105,1,10155
93010,15205,2,68890
93010,43030,15,3283479
93010,51010,2,131643
93010,91010,5,3705450
93010,99810,86,930110
99810,11105,78,6110424
99810,11420,14,75124
99810,15105,3,137887
99810,15110,20,27073868
99810,15120,4,1326478
99810,15130,2,34832
99810,15140,4,3015737
99810,15150,16,8941722
99810,15205,10,455368
99810,15210,1,248795
99810,15220,1,136542
99810,15240,1,62626
99810,16010,69,5766857
99810,16020,4,165635336
99810,21010,4,43541
99810,21020,1,2655594
99810,24030,7,1713297
99810,25010,45,1618608
99810,41010,2,47613
99810,41082,1,101323
99810,42010,4,470874
99810,43010,107,139185437
99810,43030,52,123406645
99810,43040,2,33661896
99810,43081,4,7719110
99810,43082,2,168324
99810,51010,40,47805737
99810,60030,1,699025
99810,72010,1,2233976
99810,73010,2,1357623
99810,74010,1,1457946
99810,91010,30,11119999
99810,92005,17,16360600
99810,92010,2,17974629
99810,92020,3,1960858
99810,92030,9,479201
99810,99810,1613,2718130528
99820,11105,51,2712965
99820,11420,5,240794
99820,15110,5,25214491
99820,15150,8,870571
99820,15205,2,257586
99820,15220,2,44386
99820,16010,57,2131122
99820,25010,45,971165
99820,42010,1,128008
99820,43030,78,27857142
99820,51010,2,35689
99820,72010,3,1935335
99820,73010,5,2855341
99820,91010,53,33426425
99820,92005,1,4461531
99820,92030,3,322442
99820,99810,77,6550295
99820,99820,1,62656
